,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
462,462,35.135551291983575,736.0,139518.0,300,0.25,12000
463,463,35.211226125014946,736.0,139819.0,300,0.25,12000
464,464,35.287976667052135,736.0,140120.0,300,0.25,12000
465,465,35.365983417024836,737.0,140422.0,300,0.25,12000
466,466,35.442140334052965,737.0,140723.0,300,0.25,12000
467,467,35.518436292069964,737.0,141024.0,300,0.25,12000
468,468,35.59395445906557,737.0,141325.0,300,0.25,12000
469,469,35.66974487504922,737.0,141626.0,300,0.25,12000
470,470,35.74543662497308,737.0,141927.0,300,0.25,12000
471,471,35.82124058401678,738.0,142229.0,300,0.25,12000
472,472,35.896760208997875,738.0,142530.0,300,0.25,12000
473,473,35.97317237500101,738.0,142831.0,300,0.25,12000
474,474,36.04867058398668,738.0,143132.0,300,0.25,12000
475,475,36.12401825003326,738.0,143433.0,300,0.25,12000
476,476,36.19944383401889,739.0,143735.0,300,0.25,12000
477,477,36.27561087498907,739.0,144036.0,300,0.25,12000
478,478,36.350706042023376,739.0,144337.0,300,0.25,12000
479,479,36.42583987500984,740.0,144639.0,300,0.25,12000
480,480,36.501413125079125,740.0,144940.0,300,0.25,12000
481,481,36.576973334071226,740.0,145241.0,300,0.25,12000
482,482,36.65227737498935,740.0,145542.0,300,0.25,12000
483,483,36.728088750038296,740.0,145843.0,300,0.25,12000
484,484,36.80372470896691,740.0,146144.0,300,0.25,12000
485,485,36.87888870900497,740.0,146445.0,300,0.25,12000
486,486,36.95420216699131,740.0,146746.0,300,0.25,12000
487,487,37.02937091700733,740.0,147047.0,300,0.25,12000
488,488,37.10467083402909,740.0,147348.0,300,0.25,12000
489,489,37.17985612503253,740.0,147649.0,300,0.25,12000
490,490,37.25511887506582,740.0,147950.0,300,0.25,12000
491,491,37.331969083985314,740.0,148251.0,300,0.25,12000
492,492,37.409744875039905,741.0,148553.0,300,0.25,12000
493,493,37.485515084001236,741.0,148854.0,300,0.25,12000
494,494,37.56081262498628,741.0,149155.0,300,0.25,12000
495,495,37.636671459069476,741.0,149456.0,300,0.25,12000
496,496,37.712391791981645,742.0,149758.0,300,0.25,12000
497,497,37.78750375006348,742.0,150059.0,300,0.25,12000
498,498,37.86246408405714,742.0,150360.0,300,0.25,12000
499,499,37.93764254206326,742.0,150661.0,300,0.25,12000
500,500,38.01282933400944,742.0,150962.0,300,0.25,12000
501,501,38.08787308400497,742.0,151263.0,300,0.25,12000
502,502,38.16446820902638,742.0,151564.0,300,0.25,12000
503,503,38.240173166967,742.0,151865.0,300,0.25,12000
504,504,38.31526695901994,743.0,152167.0,300,0.25,12000
505,505,38.390337291988544,743.0,152468.0,300,0.25,12000
506,506,38.4654309169855,743.0,152769.0,300,0.25,12000
507,507,38.54015195905231,743.0,153070.0,300,0.25,12000
508,508,38.615916416980326,743.0,153371.0,300,0.25,12000
509,509,38.6925960839726,743.0,153672.0,300,0.25,12000
510,510,38.7685722920578,743.0,153973.0,300,0.25,12000
511,511,38.847923333989456,743.0,154274.0,300,0.25,12000
512,512,38.92344975005835,743.0,154575.0,300,0.25,12000
513,513,38.99866737506818,743.0,154876.0,300,0.25,12000
514,514,39.07411166699603,743.0,155177.0,300,0.25,12000
515,515,39.152506625046954,743.0,155478.0,300,0.25,12000
516,516,39.230307542020455,744.0,155780.0,300,0.25,12000
517,517,39.30659137503244,744.0,156081.0,300,0.25,12000
518,518,39.3847315000603,744.0,156382.0,300,0.25,12000
519,519,39.461150916991755,744.0,156683.0,300,0.25,12000
520,520,39.537221709033474,744.0,156984.0,300,0.25,12000
521,521,39.61289995897096,744.0,157285.0,300,0.25,12000
522,522,39.68828358408064,744.0,157586.0,300,0.25,12000
523,523,39.76372812502086,744.0,157887.0,300,0.25,12000
524,524,39.83985833404586,744.0,158188.0,300,0.25,12000
525,525,39.91535212507006,744.0,158489.0,300,0.25,12000
526,526,39.990498709026724,745.0,158791.0,300,0.25,12000
527,527,40.066227209055796,745.0,159092.0,300,0.25,12000
528,528,40.14166733401362,745.0,159393.0,300,0.25,12000
529,529,40.21699166705366,745.0,159694.0,300,0.25,12000
530,530,40.292682333965786,745.0,159995.0,300,0.25,12000
531,531,40.368059750064276,745.0,160296.0,300,0.25,12000
532,532,40.44339016696904,745.0,160597.0,300,0.25,12000
533,533,40.518476792029105,745.0,160898.0,300,0.25,12000
534,534,40.59338254202157,745.0,161199.0,300,0.25,12000
535,535,40.66858649998903,745.0,161500.0,300,0.25,12000
536,536,40.744026542059146,745.0,161801.0,300,0.25,12000
537,537,40.81968983402476,746.0,162103.0,300,0.25,12000
538,538,40.89505150006153,746.0,162404.0,300,0.25,12000
539,539,40.97016829205677,746.0,162705.0,300,0.25,12000
540,540,41.04546070902143,746.0,163006.0,300,0.25,12000
541,541,41.12064104201272,746.0,163307.0,300,0.25,12000
542,542,41.197720500058495,746.0,163608.0,300,0.25,12000
543,543,41.274428875069134,746.0,163909.0,300,0.25,12000
544,544,41.349953334080055,746.0,164210.0,300,0.25,12000
545,545,41.427821750054136,746.0,164511.0,300,0.25,12000
546,546,41.5048114170786,746.0,164812.0,300,0.25,12000
547,547,41.58071329200175,746.0,165113.0,300,0.25,12000
548,548,41.6563631669851,746.0,165414.0,300,0.25,12000
549,549,41.73210179200396,746.0,165715.0,300,0.25,12000
550,550,41.807612083968706,746.0,166016.0,300,0.25,12000
551,551,41.882996000000276,746.0,166317.0,300,0.25,12000
552,552,41.95847604202572,746.0,166618.0,300,0.25,12000
553,553,42.03331500000786,746.0,166919.0,300,0.25,12000
554,554,42.108453750028275,746.0,167220.0,300,0.25,12000
555,555,42.18366329197306,746.0,167521.0,300,0.25,12000
556,556,42.2592460840242,746.0,167822.0,300,0.25,12000
557,557,42.334953084005974,746.0,168123.0,300,0.25,12000
558,558,42.41048000007868,746.0,168424.0,300,0.25,12000
559,559,42.48614566703327,746.0,168725.0,300,0.25,12000
560,560,42.561621958971955,746.0,169026.0,300,0.25,12000
561,561,42.63741675007623,746.0,169327.0,300,0.25,12000
562,562,42.71271437499672,746.0,169628.0,300,0.25,12000
563,563,42.7882723340299,746.0,169929.0,300,0.25,12000
564,564,42.86383420904167,746.0,170230.0,300,0.25,12000
565,565,42.939383542048745,746.0,170531.0,300,0.25,12000
566,566,43.015499916975386,746.0,170832.0,300,0.25,12000
567,567,43.09203287505079,746.0,171133.0,300,0.25,12000
568,568,43.16807833407074,746.0,171434.0,300,0.25,12000
569,569,43.24415283405688,746.0,171735.0,300,0.25,12000
570,570,43.32056250004098,746.0,172036.0,300,0.25,12000
571,571,43.39595137501601,746.0,172337.0,300,0.25,12000
572,572,43.47414249996655,747.0,172639.0,300,0.25,12000
573,573,43.551309459027834,747.0,172940.0,300,0.25,12000
574,574,43.62714779202361,747.0,173241.0,300,0.25,12000
575,575,43.70303891703952,747.0,173542.0,300,0.25,12000
576,576,43.778824709006585,747.0,173843.0,300,0.25,12000
577,577,43.85451924998779,747.0,174144.0,300,0.25,12000
578,578,43.93035141704604,747.0,174445.0,300,0.25,12000
579,579,44.00639445905108,747.0,174746.0,300,0.25,12000
580,580,44.082057834020816,747.0,175047.0,300,0.25,12000
581,581,44.15811429207679,747.0,175348.0,300,0.25,12000
582,582,44.23328745900653,747.0,175649.0,300,0.25,12000
583,583,44.30852229206357,747.0,175950.0,300,0.25,12000
584,584,44.384341416996904,748.0,176252.0,300,0.25,12000
585,585,44.45924033399206,748.0,176553.0,300,0.25,12000
586,586,44.5349059170112,748.0,176854.0,300,0.25,12000
587,587,44.610075125005096,748.0,177155.0,300,0.25,12000
588,588,44.68574608396739,748.0,177456.0,300,0.25,12000
589,589,44.76072700007353,748.0,177757.0,300,0.25,12000
590,590,44.83649862499442,748.0,178058.0,300,0.25,12000
591,591,44.91215450002346,748.0,178359.0,300,0.25,12000
592,592,44.98756933398545,748.0,178660.0,300,0.25,12000
593,593,45.06364599999506,748.0,178961.0,300,0.25,12000
594,594,45.13904637505766,748.0,179262.0,300,0.25,12000
595,595,45.21430724998936,748.0,179563.0,300,0.25,12000
596,596,45.28977849998046,748.0,179864.0,300,0.25,12000
597,597,45.3647037090268,748.0,180165.0,300,0.25,12000
598,598,45.440102167078294,748.0,180466.0,300,0.25,12000
599,599,45.51832833397202,748.0,180767.0,300,0.25,12000
600,600,45.59470791707281,748.0,181068.0,300,0.25,12000
601,601,45.67117787501775,748.0,181369.0,300,0.25,12000
602,602,45.74647766700946,748.0,181670.0,300,0.25,12000
603,603,45.82192962500267,748.0,181971.0,300,0.25,12000
604,604,45.89772533404175,748.0,182272.0,300,0.25,12000
605,605,45.97304150008131,748.0,182573.0,300,0.25,12000
606,606,46.047990416991524,748.0,182874.0,300,0.25,12000
607,607,46.12340829207096,748.0,183175.0,300,0.25,12000
608,608,46.19878758396953,748.0,183476.0,300,0.25,12000
609,609,46.27420212503057,748.0,183777.0,300,0.25,12000
610,610,46.34970220900141,748.0,184078.0,300,0.25,12000
611,611,46.42479700001422,748.0,184379.0,300,0.25,12000
612,612,46.500288084032945,748.0,184680.0,300,0.25,12000
613,613,46.57575399999041,748.0,184981.0,300,0.25,12000
614,614,46.65095958404709,748.0,185282.0,300,0.25,12000
615,615,46.726155334035866,748.0,185583.0,300,0.25,12000
616,616,46.801623875042424,748.0,185884.0,300,0.25,12000
617,617,46.87743162503466,748.0,186185.0,300,0.25,12000
618,618,46.95342637505382,748.0,186486.0,300,0.25,12000
619,619,47.028687500045635,748.0,186787.0,300,0.25,12000
620,620,47.10410429199692,748.0,187088.0,300,0.25,12000
621,621,47.17989366699476,750.0,187390.0,300,0.25,12000
622,622,47.2554775000317,750.0,187691.0,300,0.25,12000
623,623,47.330898666987196,750.0,187992.0,300,0.25,12000
624,624,47.40660674998071,750.0,188293.0,300,0.25,12000
625,625,47.481964292004704,750.0,188594.0,300,0.25,12000
626,626,47.56074458407238,750.0,188895.0,300,0.25,12000
627,627,47.63735908397939,750.0,189196.0,300,0.25,12000
628,628,47.7132069170475,750.0,189497.0,300,0.25,12000
629,629,47.78869637497701,750.0,189798.0,300,0.25,12000
630,630,47.86445862497203,750.0,190099.0,300,0.25,12000
631,631,47.93984225008171,750.0,190400.0,300,0.25,12000
632,632,48.014582792064175,750.0,190701.0,300,0.25,12000
633,633,48.09019600006286,750.0,191002.0,300,0.25,12000
634,634,48.16586745902896,750.0,191303.0,300,0.25,12000
635,635,48.241051458986476,750.0,191604.0,300,0.25,12000
636,636,48.31640337500721,750.0,191905.0,300,0.25,12000
637,637,48.39166641701013,750.0,192206.0,300,0.25,12000
638,638,48.46675750007853,750.0,192507.0,300,0.25,12000
639,639,48.542012625024654,750.0,192808.0,300,0.25,12000
640,640,48.61720229208004,750.0,193109.0,300,0.25,12000
641,641,48.69237341696862,750.0,193410.0,300,0.25,12000
642,642,48.767558666993864,750.0,193711.0,300,0.25,12000
643,643,48.84276258398313,750.0,194012.0,300,0.25,12000
644,644,48.9181713340804,750.0,194313.0,300,0.25,12000
645,645,48.99408683401998,750.0,194614.0,300,0.25,12000
646,646,49.069204166997224,750.0,194915.0,300,0.25,12000
647,647,49.144211292034015,750.0,195216.0,300,0.25,12000
648,648,49.21928687498439,750.0,195517.0,300,0.25,12000
649,649,49.29466150002554,750.0,195818.0,300,0.25,12000
650,650,49.36984441697132,750.0,196119.0,300,0.25,12000
651,651,49.44498987507541,750.0,196420.0,300,0.25,12000
652,652,49.52033774997108,750.0,196721.0,300,0.25,12000
653,653,49.59828975005075,750.0,197022.0,300,0.25,12000
654,654,49.67428883397952,750.0,197323.0,300,0.25,12000
655,655,49.74956437502988,750.0,197624.0,300,0.25,12000
656,656,49.82483508402947,750.0,197925.0,300,0.25,12000
657,657,49.89996766706463,750.0,198226.0,300,0.25,12000
658,658,49.975330500048585,750.0,198527.0,300,0.25,12000
659,659,50.05095491698012,750.0,198828.0,300,0.25,12000
660,660,50.12879175005946,750.0,199129.0,300,0.25,12000
661,661,50.20487850008067,750.0,199430.0,300,0.25,12000
662,662,50.280566000030376,750.0,199731.0,300,0.25,12000
663,663,50.355966500006616,750.0,200032.0,300,0.25,12000
664,664,50.43196425004862,750.0,200333.0,300,0.25,12000
665,665,50.507628833991475,750.0,200634.0,300,0.25,12000
666,666,50.58320879202802,750.0,200935.0,300,0.25,12000
667,667,50.658912000013515,750.0,201236.0,300,0.25,12000
668,668,50.73629820905626,750.0,201537.0,300,0.25,12000
669,669,50.81352800002787,750.0,201838.0,300,0.25,12000
670,670,50.891072042053565,750.0,202139.0,300,0.25,12000
671,671,50.96738462499343,750.0,202440.0,300,0.25,12000
672,672,51.04368212504778,750.0,202741.0,300,0.25,12000
673,673,51.120155542041175,750.0,203042.0,300,0.25,12000
674,674,51.19668725004885,750.0,203343.0,300,0.25,12000
675,675,51.273030083975755,750.0,203644.0,300,0.25,12000
676,676,51.349698708974756,750.0,203945.0,300,0.25,12000
677,677,51.426215667044744,750.0,204246.0,300,0.25,12000
678,678,51.50237933406606,750.0,204547.0,300,0.25,12000
679,679,51.57884729199577,750.0,204848.0,300,0.25,12000
680,680,51.657722417032346,750.0,205149.0,300,0.25,12000
681,681,51.734045709017664,750.0,205450.0,300,0.25,12000
682,682,51.809657874982804,750.0,205751.0,300,0.25,12000
683,683,51.88549545907881,750.0,206052.0,300,0.25,12000
684,684,51.960789792006835,750.0,206353.0,300,0.25,12000
685,685,52.0362152090529,750.0,206654.0,300,0.25,12000
686,686,52.11207633407321,750.0,206955.0,300,0.25,12000
687,687,52.18756612506695,750.0,207256.0,300,0.25,12000
688,688,52.262627459014766,750.0,207557.0,300,0.25,12000
689,689,52.337911000009626,751.0,207859.0,300,0.25,12000
690,690,52.4130689590238,751.0,208160.0,300,0.25,12000
691,691,52.48824620898813,751.0,208461.0,300,0.25,12000
692,692,52.56336662499234,751.0,208762.0,300,0.25,12000
693,693,52.638869625050575,751.0,209063.0,300,0.25,12000
694,694,52.71392833406571,751.0,209364.0,300,0.25,12000
695,695,52.788884542067535,751.0,209665.0,300,0.25,12000
696,696,52.86365995905362,751.0,209966.0,300,0.25,12000
697,697,52.93826904206071,751.0,210267.0,300,0.25,12000
698,698,53.013955333968624,751.0,210568.0,300,0.25,12000
699,699,53.089329250040464,751.0,210869.0,300,0.25,12000
700,700,53.16417591704521,751.0,211170.0,300,0.25,12000
701,701,53.2391811250709,751.0,211471.0,300,0.25,12000
702,702,53.31485079205595,751.0,211772.0,300,0.25,12000
703,703,53.39003812498413,751.0,212073.0,300,0.25,12000
704,704,53.46505254204385,751.0,212374.0,300,0.25,12000
705,705,53.54047624999657,751.0,212675.0,300,0.25,12000
706,706,53.615563667030074,751.0,212976.0,300,0.25,12000
707,707,53.69399516703561,751.0,213277.0,300,0.25,12000
708,708,53.77016525005456,751.0,213578.0,300,0.25,12000
709,709,53.84511808399111,751.0,213879.0,300,0.25,12000
710,710,53.920609749970026,751.0,214180.0,300,0.25,12000
711,711,53.9959082090063,751.0,214481.0,300,0.25,12000
712,712,54.070742708980106,751.0,214782.0,300,0.25,12000
713,713,54.14565379207488,751.0,215083.0,300,0.25,12000
714,714,54.22096645901911,751.0,215384.0,300,0.25,12000
715,715,54.29583908407949,751.0,215685.0,300,0.25,12000
716,716,54.370969459065236,751.0,215986.0,300,0.25,12000
717,717,54.44647125003394,751.0,216287.0,300,0.25,12000
718,718,54.521399958990514,751.0,216588.0,300,0.25,12000
719,719,54.59600958402734,751.0,216889.0,300,0.25,12000
720,720,54.67140670900699,751.0,217190.0,300,0.25,12000
721,721,54.746790708974004,751.0,217491.0,300,0.25,12000
722,722,54.82292441697791,751.0,217792.0,300,0.25,12000
723,723,54.899140542023815,751.0,218093.0,300,0.25,12000
724,724,54.97465545905288,751.0,218394.0,300,0.25,12000
725,725,55.04986916703638,751.0,218695.0,300,0.25,12000
726,726,55.12480112502817,751.0,218996.0,300,0.25,12000
727,727,55.1998552500736,751.0,219297.0,300,0.25,12000
728,728,55.27556408406235,751.0,219598.0,300,0.25,12000
729,729,55.35076183406636,751.0,219899.0,300,0.25,12000
730,730,55.425928791984916,751.0,220200.0,300,0.25,12000
731,731,55.501513084047474,751.0,220501.0,300,0.25,12000
732,732,55.576622375054285,751.0,220802.0,300,0.25,12000
733,733,55.65159845899325,751.0,221103.0,300,0.25,12000
734,734,55.729872666997835,751.0,221404.0,300,0.25,12000
735,735,55.805817333981395,751.0,221705.0,300,0.25,12000
736,736,55.88156070897821,751.0,222006.0,300,0.25,12000
737,737,55.95732520904858,751.0,222307.0,300,0.25,12000
738,738,56.032555209007114,751.0,222608.0,300,0.25,12000
739,739,56.10792066704016,751.0,222909.0,300,0.25,12000
740,740,56.183119749999605,751.0,223210.0,300,0.25,12000
741,741,56.258667584042996,751.0,223511.0,300,0.25,12000
742,742,56.334096000064164,751.0,223812.0,300,0.25,12000
743,743,56.40885129198432,751.0,224113.0,300,0.25,12000
744,744,56.48489091696683,751.0,224414.0,300,0.25,12000
745,745,56.5614058340434,751.0,224715.0,300,0.25,12000
746,746,56.637344459071755,751.0,225016.0,300,0.25,12000
747,747,56.71377200004645,751.0,225317.0,300,0.25,12000
748,748,56.79029820905998,751.0,225618.0,300,0.25,12000
749,749,56.86775029206183,751.0,225919.0,300,0.25,12000
750,750,56.94563500001095,751.0,226220.0,300,0.25,12000
751,751,57.02269787504338,751.0,226521.0,300,0.25,12000
752,752,57.099287625052966,751.0,226822.0,300,0.25,12000
753,753,57.17526920908131,751.0,227123.0,300,0.25,12000
754,754,57.250658542034216,751.0,227424.0,300,0.25,12000
755,755,57.32609358406626,751.0,227725.0,300,0.25,12000
756,756,57.40332662500441,751.0,228026.0,300,0.25,12000
757,757,57.48037620901596,751.0,228327.0,300,0.25,12000
758,758,57.55804550007451,751.0,228628.0,300,0.25,12000
759,759,57.63505104207434,751.0,228929.0,300,0.25,12000
760,760,57.71305408398621,751.0,229230.0,300,0.25,12000
761,761,57.793084874982014,751.0,229531.0,300,0.25,12000
762,762,57.8712003340479,751.0,229832.0,300,0.25,12000
763,763,57.94808766699862,751.0,230133.0,300,0.25,12000
764,764,58.02392800000962,751.0,230434.0,300,0.25,12000
765,765,58.099373542005196,751.0,230735.0,300,0.25,12000
766,766,58.17437687504571,751.0,231036.0,300,0.25,12000
767,767,58.24978175002616,751.0,231337.0,300,0.25,12000
768,768,58.32494454202242,751.0,231638.0,300,0.25,12000
769,769,58.403055917005986,751.0,231939.0,300,0.25,12000
770,770,58.479895125026815,751.0,232240.0,300,0.25,12000
771,771,58.55535883398261,751.0,232541.0,300,0.25,12000
772,772,58.631048709037714,751.0,232842.0,300,0.25,12000
773,773,58.705964584019966,751.0,233143.0,300,0.25,12000
774,774,58.78116695897188,751.0,233444.0,300,0.25,12000
775,775,58.85647770902142,751.0,233745.0,300,0.25,12000
776,776,58.93221904197708,751.0,234046.0,300,0.25,12000
777,777,59.007964625023305,751.0,234347.0,300,0.25,12000
778,778,59.08334224997088,751.0,234648.0,300,0.25,12000
779,779,59.15874616696965,751.0,234949.0,300,0.25,12000
780,780,59.233751042047516,751.0,235250.0,300,0.25,12000
781,781,59.3086174170021,751.0,235551.0,300,0.25,12000
782,782,59.384089083992876,752.0,235853.0,300,0.25,12000
783,783,59.46044466702733,752.0,236154.0,300,0.25,12000
784,784,59.53653741697781,752.0,236455.0,300,0.25,12000
785,785,59.61312750005163,752.0,236756.0,300,0.25,12000
786,786,59.68911658402067,752.0,237057.0,300,0.25,12000
787,787,59.766789542045444,752.0,237358.0,300,0.25,12000
788,788,59.84461558400653,752.0,237659.0,300,0.25,12000
789,789,59.92162458400708,752.0,237960.0,300,0.25,12000
790,790,59.99800795898773,752.0,238261.0,300,0.25,12000
791,791,60.073511875001714,752.0,238562.0,300,0.25,12000
792,792,60.152004792005755,752.0,238863.0,300,0.25,12000
793,793,60.22894141706638,752.0,239164.0,300,0.25,12000
794,794,60.30425808404107,752.0,239465.0,300,0.25,12000
795,795,60.37984199996572,752.0,239766.0,300,0.25,12000
796,796,60.45494891703129,752.0,240067.0,300,0.25,12000
797,797,60.529913792037405,752.0,240368.0,300,0.25,12000
798,798,60.60613683401607,752.0,240669.0,300,0.25,12000
799,799,60.6821994590573,752.0,240970.0,300,0.25,12000
800,800,60.759238666971214,752.0,241271.0,300,0.25,12000
801,801,60.83530779206194,752.0,241572.0,300,0.25,12000
802,802,60.91100595903117,752.0,241873.0,300,0.25,12000
803,803,60.98618820903357,752.0,242174.0,300,0.25,12000
804,804,61.061896041966975,752.0,242475.0,300,0.25,12000
805,805,61.137440916965716,752.0,242776.0,300,0.25,12000
806,806,61.21267387503758,752.0,243077.0,300,0.25,12000
807,807,61.2889475839911,752.0,243378.0,300,0.25,12000
808,808,61.36462362506427,752.0,243679.0,300,0.25,12000
809,809,61.439836875069886,752.0,243980.0,300,0.25,12000
810,810,61.5159251249861,752.0,244281.0,300,0.25,12000
811,811,61.591334874974564,752.0,244582.0,300,0.25,12000
812,812,61.666187667055055,752.0,244883.0,300,0.25,12000
813,813,61.74160033406224,752.0,245184.0,300,0.25,12000
814,814,61.82018200005405,752.0,245485.0,300,0.25,12000
815,815,61.89658712502569,752.0,245786.0,300,0.25,12000
816,816,61.97211137507111,752.0,246087.0,300,0.25,12000
817,817,62.04770695907064,752.0,246388.0,300,0.25,12000
818,818,62.123183125047944,752.0,246689.0,300,0.25,12000
819,819,62.19851120898966,752.0,246990.0,300,0.25,12000
820,820,62.274703667033464,752.0,247291.0,300,0.25,12000
821,821,62.350211334065534,752.0,247592.0,300,0.25,12000
822,822,62.42565637500957,752.0,247893.0,300,0.25,12000
823,823,62.50116029207129,752.0,248194.0,300,0.25,12000
824,824,62.57616054196842,752.0,248495.0,300,0.25,12000
825,825,62.65165750007145,752.0,248796.0,300,0.25,12000
826,826,62.72702779201791,752.0,249097.0,300,0.25,12000
827,827,62.80231962504331,752.0,249398.0,300,0.25,12000
828,828,62.877770959050395,752.0,249699.0,300,0.25,12000
829,829,62.954899250064045,752.0,250000.0,300,0.25,12000
830,830,63.03085820900742,752.0,250301.0,300,0.25,12000
831,831,63.106235875049606,752.0,250602.0,300,0.25,12000
832,832,63.181800084072165,752.0,250903.0,300,0.25,12000
833,833,63.25717970903497,752.0,251204.0,300,0.25,12000
834,834,63.332484834012575,752.0,251505.0,300,0.25,12000
835,835,63.407859749975614,752.0,251806.0,300,0.25,12000
836,836,63.48324729199521,752.0,252107.0,300,0.25,12000
837,837,63.558791292016394,752.0,252408.0,300,0.25,12000
838,838,63.6343184170546,752.0,252709.0,300,0.25,12000
839,839,63.70969458401669,752.0,253010.0,300,0.25,12000
840,840,63.7850113339955,752.0,253311.0,300,0.25,12000
841,841,63.86289716698229,752.0,253612.0,300,0.25,12000
842,842,63.93937033403199,752.0,253913.0,300,0.25,12000
843,843,64.0150467089843,752.0,254214.0,300,0.25,12000
844,844,64.09067775006406,752.0,254515.0,300,0.25,12000
845,845,64.16533062502276,752.0,254816.0,300,0.25,12000
846,846,64.24095170898363,752.0,255117.0,300,0.25,12000
847,847,64.31631533405744,752.0,255418.0,300,0.25,12000
848,848,64.39147391705774,752.0,255719.0,300,0.25,12000
849,849,64.46678141702432,752.0,256020.0,300,0.25,12000
850,850,64.54191787505988,752.0,256321.0,300,0.25,12000
851,851,64.61781416705344,752.0,256622.0,300,0.25,12000
852,852,64.69999162503518,752.0,256923.0,300,0.25,12000
853,853,64.77998233400285,752.0,257224.0,300,0.25,12000
854,854,64.85765341704246,752.0,257525.0,300,0.25,12000
855,855,64.93553179199807,752.0,257826.0,300,0.25,12000
856,856,65.01559720898513,752.0,258127.0,300,0.25,12000
857,857,65.09358624997549,752.0,258428.0,300,0.25,12000
858,858,65.17220754199661,752.0,258729.0,300,0.25,12000
859,859,65.25030479207635,752.0,259030.0,300,0.25,12000
860,860,65.32751025003381,752.0,259331.0,300,0.25,12000
861,861,65.40417558397166,752.0,259632.0,300,0.25,12000
862,862,65.48116866697092,752.0,259933.0,300,0.25,12000
863,863,65.5578870420577,752.0,260234.0,300,0.25,12000
864,864,65.6353539590491,752.0,260535.0,300,0.25,12000
865,865,65.7133571250597,752.0,260836.0,300,0.25,12000
866,866,65.79140841704793,752.0,261137.0,300,0.25,12000
867,867,65.87007150007412,752.0,261438.0,300,0.25,12000
868,868,65.94990274996962,752.0,261739.0,300,0.25,12000
869,869,66.0270080419723,752.0,262040.0,300,0.25,12000
870,870,66.1044135420816,752.0,262341.0,300,0.25,12000
871,871,66.18210816697683,752.0,262642.0,300,0.25,12000
872,872,66.2592236250639,752.0,262943.0,300,0.25,12000
873,873,66.33709849999286,752.0,263244.0,300,0.25,12000
874,874,66.41577858407982,752.0,263545.0,300,0.25,12000
875,875,66.49421595898457,752.0,263846.0,300,0.25,12000
876,876,66.57055016700178,752.0,264147.0,300,0.25,12000
877,877,66.6470819170354,752.0,264448.0,300,0.25,12000
878,878,66.72460075002164,752.0,264749.0,300,0.25,12000
879,879,66.8024465420749,752.0,265050.0,300,0.25,12000
880,880,66.87947212497238,752.0,265351.0,300,0.25,12000
881,881,66.95787241705693,752.0,265652.0,300,0.25,12000
882,882,67.03896062506828,752.0,265953.0,300,0.25,12000
883,883,67.11769524996635,752.0,266254.0,300,0.25,12000
884,884,67.19549566705246,752.0,266555.0,300,0.25,12000
885,885,67.27298999996856,752.0,266856.0,300,0.25,12000
886,886,67.35393058403861,752.0,267157.0,300,0.25,12000
887,887,67.43276870902628,752.0,267458.0,300,0.25,12000
888,888,67.51046470901929,752.0,267759.0,300,0.25,12000
889,889,67.58823362505063,752.0,268060.0,300,0.25,12000
890,890,67.66621091705747,752.0,268361.0,300,0.25,12000
891,891,67.74706895905547,752.0,268662.0,300,0.25,12000
892,892,67.82613733399194,752.0,268963.0,300,0.25,12000
893,893,67.90542904206086,752.0,269264.0,300,0.25,12000
894,894,67.98456675000489,752.0,269565.0,300,0.25,12000
895,895,68.06249954202212,752.0,269866.0,300,0.25,12000
896,896,68.14155537507031,752.0,270167.0,300,0.25,12000
897,897,68.21987429203,752.0,270468.0,300,0.25,12000
898,898,68.29722825007048,752.0,270769.0,300,0.25,12000
899,899,68.37407450005412,752.0,271070.0,300,0.25,12000
900,900,68.44989450008143,752.0,271371.0,300,0.25,12000
901,901,68.52633566700388,753.0,271673.0,300,0.25,12000
902,902,68.60223783401307,753.0,271974.0,300,0.25,12000
903,903,68.67772837507073,753.0,272275.0,300,0.25,12000
904,904,68.75349541706964,753.0,272576.0,300,0.25,12000
905,905,68.82925791700836,753.0,272877.0,300,0.25,12000
906,906,68.90463337500114,753.0,273178.0,300,0.25,12000
907,907,68.98008837504312,753.0,273479.0,300,0.25,12000
908,908,69.055596542079,753.0,273780.0,300,0.25,12000
909,909,69.13510520907585,753.0,274081.0,300,0.25,12000
910,910,69.21230337501038,753.0,274382.0,300,0.25,12000
911,911,69.28942116699181,753.0,274683.0,300,0.25,12000
912,912,69.365951417014,753.0,274984.0,300,0.25,12000
913,913,69.44208891701419,753.0,275285.0,300,0.25,12000
914,914,69.51817387505434,753.0,275586.0,300,0.25,12000
915,915,69.59412095905282,753.0,275887.0,300,0.25,12000
916,916,69.66956675006077,753.0,276188.0,300,0.25,12000
917,917,69.74443475005683,753.0,276489.0,300,0.25,12000
918,918,69.81936037505511,753.0,276790.0,300,0.25,12000
919,919,69.89496179204434,753.0,277091.0,300,0.25,12000
920,920,69.97317033400759,753.0,277392.0,300,0.25,12000
921,921,70.04986250004731,753.0,277693.0,300,0.25,12000
922,922,70.1256853339728,753.0,277994.0,300,0.25,12000
923,923,70.20159879198764,753.0,278295.0,300,0.25,12000
924,924,70.2768764590146,753.0,278596.0,300,0.25,12000
925,925,70.35206975007895,753.0,278897.0,300,0.25,12000
926,926,70.42747220897581,753.0,279198.0,300,0.25,12000
