,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
0,0,2.0,0,0.00031891604885458946,"[np.int64(3), np.int64(4), np.int64(0), np.int64(1), np.int64(3), np.int64(0), np.int64(0), np.int64(1), np.int64(4), np.int64(4), np.int64(1), np.int64(2), np.int64(4), np.int64(2), np.int64(4), np.int64(3), np.int64(4), np.int64(2), np.int64(4), np.int64(2)]",0,12000,0
1,12000,17.0,275,0.014629375073127449,"[np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(4), np.int64(4), np.int64(4), np.int64(4), np.int64(4), np.int64(4), np.int64(4), np.int64(4), np.int64(4), np.int64(4), np.int64(4), np.int64(4), np.int64(2)]",0,12000,0
